Year,Month,Day,Weekend?,Hour,Collision Type,Injury Type,Primary Factor,Reported_Location,Latitude,Longitude
2014,8,6,Weekday,1100,2-Car,No injury/unknown,IMPROPER TURNING,EAST 3RD ST,39.16439273,-86.52394958
2014,2,5,Weekday,800,2-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,3RD ST & WOODLAWN,39.164352,-86.52223919
2014,4,4,Weekday,2000,2-Car,No injury/unknown,UNSAFE BACKING,3RD & WOODLAWN AVE,39.164352,-86.522592
2014,4,3,Weekday,1700,2-Car,Non-incapacitating,FOLLOWING TOO CLOSELY,3RD ST & WOODLAWN,39.164352,-86.522592
2014,5,5,Weekday,1300,2-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,3RD ST & WOODLAWN,39.164352,-86.522592
2014,7,1,Weekend,1200,Moped/Motorcycle,Non-incapacitating,IMPROPER TURNING,3RD ST & WOODLAWN,39.164352,-86.522592
2014,10,6,Weekday,1000,Cyclist,Incapacitating,IMPROPER LANE USAGE,E 3RD & WOODLAWN,39.164352,-86.522592
2014,10,5,Weekday,2100,2-Car,Non-incapacitating,UNSAFE LANE MOVEMENT,3RD & WOODLAWN,39.164352,-86.522592
2014,11,5,Weekday,1300,2-Car,No injury/unknown,IMPROPER LANE USAGE,3RD & WOODLAWN,39.164352,-86.522592
2014,12,5,Weekday,1000,2-Car,No injury/unknown,UNSAFE BACKING,E 3RD & S WOODLAWN,39.164352,-86.522592
2014,3,2,Weekday,1200,2-Car,No injury/unknown,UNSAFE BACKING,E 3RD ST,39.164352,-86.52246922
2014,1,5,Weekday,1600,3+ Cars,Non-incapacitating,FOLLOWING TOO CLOSELY,3RD ST & FACULTY,39.164352,-86.521088
2014,9,2,Weekday,1000,1-Car,No injury/unknown,UNSAFE BACKING,EAST 3RD ST,39.164352,-86.521088
2014,10,2,Weekday,1600,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,3RD & ROSE,39.164352,-86.510944
2014,1,6,Weekday,1100,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,3RD ST & UNION,39.164352,-86.5088
2014,2,3,Weekday,1500,3+ Cars,No injury/unknown,FOLLOWING TOO CLOSELY,3RD ST & UNION,39.164352,-86.5088
2014,4,3,Weekday,1600,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,3RD ST & UNION,39.164352,-86.5088
2014,5,7,Weekend,1100,2-Car,No injury/unknown,UNSAFE BACKING,3RD & UNION ST,39.164352,-86.5088
2014,12,4,Weekday,800,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,3RD & UNION,39.164352,-86.5088
2014,8,6,Weekday,1700,Moped/Motorcycle,Non-incapacitating,UNSAFE SPEED,MORNINGSIDE & SR46,39.16434498,-86.48193322
2014,2,3,Weekday,1400,1-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,S FESS AVE,39.16433371,-86.52579363
2014,3,3,Weekday,1500,2-Car,No injury/unknown,UNSAFE BACKING,S FESS AVE,39.16433371,-86.52579363
2014,3,5,Weekday,1300,1-Car,No injury/unknown,DRIVER DISTRACTED - EXPLAIN IN NARRATIVE,S FESS AVE,39.16433371,-86.52579363
2014,4,2,Weekday,1700,1-Car,No injury/unknown,UNSAFE BACKING,S FESS AVE,39.16433371,-86.52579363
2014,2,3,Weekday,700,3+ Cars,No injury/unknown,FOLLOWING TOO CLOSELY,BURMA & SR37N,39.16432,-86.50824
2014,9,5,Weekday,1600,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,BURMA & SR37N,39.16432,-86.50824
2014,9,2,Weekday,1700,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,BRYAN & E 3RD ST,39.16432,-86.50824
2014,3,1,Weekend,1700,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,HENDERSON ST & THIRD,39.16430652,-86.52691309
2014,9,1,Weekend,1500,2-Car,Non-incapacitating,DISREGARD SIGNAL/REG SIGN,HENDERSON ST & THIRD,39.16430652,-86.52691309
2014,9,7,Weekend,1000,2-Car,No injury/unknown,DISREGARD SIGNAL/REG SIGN,HENDERSON ST & THIRD,39.16430652,-86.52691309
2014,9,2,Weekday,1500,2-Car,Non-incapacitating,DISREGARD SIGNAL/REG SIGN,INDIANA & THIRD ST,39.16430652,-86.52691309
2014,11,6,Weekday,1100,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,3RD & JEFFERSON,39.164304,-86.50663919
2014,1,6,Weekday,900,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,E 3RD ST & SO JEFFERSON,39.164304,-86.506992
2014,4,2,Weekday,1200,2-Car,Non-incapacitating,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,EAST THIRD ST & JEFFERSON,39.164304,-86.506992
2014,4,4,Weekday,1000,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,E 3RD ST & JEFFERSON,39.164304,-86.506992
2014,5,7,Weekend,1800,3+ Cars,No injury/unknown,FOLLOWING TOO CLOSELY,3RD ST & JEFFERSON,39.164304,-86.506992
2014,10,7,Weekend,1700,2-Car,No injury/unknown,DRIVER DISTRACTED - EXPLAIN IN NARRATIVE,3RD & JEFFERSON,39.164304,-86.506992
2014,12,6,Weekday,1000,Bus,No injury/unknown,FOLLOWING TOO CLOSELY,E 3RD & SO JEFFERSON,39.164304,-86.506992
2014,12,6,Weekday,1000,2-Car,No injury/unknown,UNSAFE BACKING,E 3RD & SO JEFFERSON,39.164304,-86.506992
2014,3,4,Weekday,1200,2-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,2200 EAST THIRD ST & ROOSEVELT,39.164304,-86.505792
2014,4,6,Weekday,1200,2-Car,Non-incapacitating,FOLLOWING TOO CLOSELY,E 3RD ST & ROOSEVELT,39.164304,-86.505792
2014,10,2,Weekday,900,1-Car,No injury/unknown,ANIMAL/OBJECT IN ROADWAY,ROOSEVELT & THIRD,39.164304,-86.505792
2014,8,4,Weekday,1600,3+ Cars,No injury/unknown,FOLLOWING TOO CLOSELY,3RD ST & ROOSEVELT,39.164304,-86.505792
2014,8,4,Weekday,1700,Moped/Motorcycle,Non-incapacitating,FAILURE TO YIELD RIGHT OF WAY,3RD ST & ROOSEVELT,39.164304,-86.505792
2014,8,7,Weekend,1400,2-Car,Non-incapacitating,FOLLOWING TOO CLOSELY,3RD ST & ROOSEVELT,39.164304,-86.505792
2014,12,5,Weekday,1300,3+ Cars,No injury/unknown,FOLLOWING TOO CLOSELY,E 3RD & S ROOSEVELT,39.164304,-86.505792
2014,9,2,Weekday,1700,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,INDIANA & THIRD ST,39.16429977,-86.52667208
2014,11,5,Weekday,900,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,3RD & UNION,39.16429079,-86.50907108
2014,2,2,Weekday,1700,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,CLARK & THIRD ST,39.164288,-86.5048
2014,10,5,Weekday,800,2-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,CLARK & EAST THIRD ST,39.164288,-86.5048
2014,9,6,Weekday,1000,2-Car,No injury/unknown,IMPROPER TURNING,HENDERSON & THIRD ST,39.16427777,-86.52588752
2014,8,6,Weekday,1300,3+ Cars,Non-incapacitating,ROADWAY SURFACE CONDITION,INDIANA & THIRD ST,39.1642777,-86.52587125
2014,9,3,Weekday,1600,2-Car,No injury/unknown,IMPROPER TURNING,HENDERSON & THIRD ST,39.1642777,-86.52587125
2014,4,4,Weekday,2000,Pedestrian,Non-incapacitating,IMPROPER TURNING,JORDAN AVE & THIRD,39.16427532,-86.51640856
2014,5,6,Weekday,1200,2-Car,Non-incapacitating,FAILURE TO YIELD RIGHT OF WAY,BALLANTINE RD & THIRD,39.16427388,-86.5191192
2014,10,4,Weekday,1000,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,3RD & SR46E,39.16427359,-86.47343037
2014,1,7,Weekend,1300,2-Car,No injury/unknown,UNSAFE LANE MOVEMENT,JORDAN & THIRD ST,39.16427294,-86.51583434
2014,2,7,Weekend,1900,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,ROSE AVE & THIRD,39.16427246,-86.51094323
2014,2,1,Weekday,1900,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,ROSE & THIRD ST,39.16427246,-86.51094323
2014,1,6,Weekday,1800,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,E 3RD ST & S HILLSDALE,39.164272,-86.502416
2014,1,3,Weekday,1900,2-Car,No injury/unknown,UNSAFE LANE MOVEMENT,E 3RD ST & HILLSDALE,39.164272,-86.502416
2014,6,6,Weekday,1300,3+ Cars,Non-incapacitating,FOLLOWING TOO CLOSELY,E 3RD ST & S HILLSDALE,39.164272,-86.502416
2014,8,2,Weekday,1700,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,EAST THIRD ST & WOODCREST,39.164272,-86.502416
2014,8,2,Weekday,1800,2-Car,No injury/unknown,,E 3RD ST,39.164272,-86.50232131
2014,5,6,Weekday,1500,Bus,No injury/unknown,UNSAFE LANE MOVEMENT,E 3RD ST,39.164272,-86.50230237
2014,1,2,Weekday,1800,2-Car,No injury/unknown,IMPROPER PASSING,E 3RD ST,39.164272,-86.50184784
2014,5,3,Weekday,1500,2-Car,No injury/unknown,UNSAFE BACKING,E 3RD ST,39.164272,-86.50177208
2014,6,6,Weekday,1500,2-Car,No injury/unknown,IMPROPER LANE USAGE,E 3RD ST,39.164272,-86.50177208
2014,11,5,Weekday,1700,2-Car,Non-incapacitating,UNSAFE BACKING,E 3RD,39.164272,-86.50177208
2014,1,6,Weekday,800,3+ Cars,No injury/unknown,FOLLOWING TOO CLOSELY,3RD ST & OVERHILL,39.164272,-86.501488
2014,2,6,Weekday,1400,3+ Cars,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,EAST THIRD ST & OVERHILL,39.164272,-86.501488
2014,4,5,Weekday,1600,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,3RD ST & OVERHILL,39.164272,-86.501488
2014,9,7,Weekend,200,2-Car,Incapacitating,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,3RD ST & OVERHILL,39.164272,-86.501488
2014,9,3,Weekday,1200,Moped/Motorcycle,No injury/unknown,FOLLOWING TOO CLOSELY,E 3RD ST & SO OVERHILL,39.164272,-86.501488
2014,12,7,Weekend,1500,Moped/Motorcycle,Non-incapacitating,FAILURE TO YIELD RIGHT OF WAY,3RD & OVERHILL,39.164272,-86.501488
2014,1,4,Weekday,2200,1-Car,Non-incapacitating,SPEED TOO FAST FOR WEATHER CONDITIONS,MITCHELL ST & THIRD,39.16427137,-86.51420373
2014,2,7,Weekend,100,1-Car,No injury/unknown,WRONG WAY ON ONE WAY,MITCHELL & THIRD ST,39.16427137,-86.51420373
2014,6,4,Weekday,1300,2-Car,No injury/unknown,IMPROPER LANE USAGE,BALLANTINE & THIRD ST,39.16427024,-86.51912972
2014,6,5,Weekday,1600,2-Car,No injury/unknown,IMPROPER LANE USAGE,3RD ST & BALLANTINE,39.16427024,-86.51912972
2014,10,6,Weekday,1200,3+ Cars,Non-incapacitating,FOLLOWING TOO CLOSELY,3RD ST & BALLANTINE,39.16427024,-86.51912972
2014,11,1,Weekend,0,2-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,3RD & HIGHLAND,39.16427024,-86.51772022
2014,4,4,Weekday,1200,2-Car,Non-incapacitating,FOLLOWING TOO CLOSELY,3RD ST & HIGHLAND,39.16427024,-86.51772022
2014,8,7,Weekend,1200,2-Car,No injury/unknown,IMPROPER LANE USAGE,3RD ST & HIGHLAND,39.16427024,-86.51772022
2014,9,2,Weekday,1500,Pedestrian,No injury/unknown,PEDESTRIAN ACTION,E 3RD ST & HIGHLAND,39.16427024,-86.51772022
2014,9,4,Weekday,1600,2-Car,Non-incapacitating,FOLLOWING TOO CLOSELY,3RD ST & HIGHLAND,39.16427024,-86.51772022
2014,10,6,Weekday,1300,2-Car,No injury/unknown,IMPROPER LANE USAGE,3RD & HIGHLAND,39.16427024,-86.51772022
2014,10,1,Weekend,1100,2-Car,No injury/unknown,IMPROPER LANE USAGE,3RD & HIGHLAND,39.16427024,-86.51772022
2014,12,2,Weekday,1300,2-Car,No injury/unknown,UNSAFE LANE MOVEMENT,3RD & WOODSCREST,39.16427024,-86.50242315
2014,2,3,Weekday,900,2-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,3RD ST & WOODSCREST,39.16427024,-86.50241017
2014,3,5,Weekday,2200,2-Car,Non-incapacitating,FAILURE TO YIELD RIGHT OF WAY,E 3RD ST & WOODSCREST,39.16427024,-86.50241017
2014,5,5,Weekday,1300,2-Car,No injury/unknown,BRAKE FAILURE OR DEFECTIVE,3RD ST & WOODSCREST,39.16427024,-86.50241017
2014,8,6,Weekday,1600,2-Car,Non-incapacitating,FAILURE TO YIELD RIGHT OF WAY,E 3RD ST & S WOODSCREST,39.16427024,-86.50241017
2014,6,3,Weekday,1100,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,3RD ST & OVERHILL,39.16427017,-86.50131161
2014,4,6,Weekday,1700,2-Car,No injury/unknown,IMPROPER TURNING,SWAIN & THIRD ST,39.16426988,-86.51527565
2014,7,2,Weekday,1900,2-Car,No injury/unknown,IMPROPER TURNING,SWAIN & THIRD ST,39.16426988,-86.51527565
2014,8,3,Weekday,1800,2-Car,No injury/unknown,IMPROPER LANE USAGE,SWAIN & THIRD ST,39.16426988,-86.51527565
2014,8,1,Weekend,1200,2-Car,No injury/unknown,UNSAFE LANE MOVEMENT,SWAIN AVE & THIRD,39.16426988,-86.51527565
2014,9,2,Weekday,1800,2-Car,No injury/unknown,IMPROPER LANE USAGE,SWAIN & THIRD ST,39.16426988,-86.51527565
2014,4,4,Weekday,2000,2-Car,No injury/unknown,UNSAFE LANE MOVEMENT,BALLANTINE & THIRD ST,39.16426813,-86.51844288
2014,5,2,Weekday,1200,2-Car,No injury/unknown,UNSAFE BACKING,E 3RD ST,39.16426743,-86.50104686
2014,10,5,Weekday,1900,3+ Cars,No injury/unknown,FOLLOWING TOO CLOSELY,BRYAN & THIRD ST,39.16426693,-86.5082519
2014,5,7,Weekend,1200,3+ Cars,Non-incapacitating,FOLLOWING TOO CLOSELY,FESS & THIRD ST,39.16426449,-86.5226336
2014,6,1,Weekend,1400,2-Car,No injury/unknown,IMPROPER TURNING,THIRD & WOODLAWN AVE,39.16426449,-86.5226336
2014,9,2,Weekday,900,2-Car,Non-incapacitating,UNSAFE LANE MOVEMENT,THIRD & WOODLAWN AVE,39.16426449,-86.5226336
2014,12,7,Weekend,2300,2-Car,No injury/unknown,UNSAFE LANE MOVEMENT,THIRD & WOODLAWN,39.16426449,-86.5226336
2014,8,5,Weekday,1600,2-Car,Non-incapacitating,FOLLOWING TOO CLOSELY,THIRD ST & UNION,39.16426449,-86.50938642
2014,8,4,Weekday,900,2-Car,Non-incapacitating,IMPROPER LANE USAGE,HIGHLAND AVE & THIRD,39.16426229,-86.51775641
2014,11,2,Weekday,1300,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,HIGHLAND & THIRD,39.16426229,-86.51775641
2014,2,4,Weekday,600,2-Car,Non-incapacitating,FOLLOWING TOO CLOSELY,E 3RD ST & SR46,39.16426048,-86.47315735
2014,10,1,Weekday,2300,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,3RD & JORDAN,39.16426018,-86.51639991
2014,1,6,Weekday,1400,2-Car,No injury/unknown,DISREGARD SIGNAL/REG SIGN,3RD ST & JORDAN,39.16426018,-86.5163999
2014,1,4,Weekday,1800,2-Car,No injury/unknown,SPEED TOO FAST FOR WEATHER CONDITIONS,3RD ST & JORDAN,39.16426018,-86.5163999
2014,1,5,Weekday,1700,Bus,No injury/unknown,FOLLOWING TOO CLOSELY,3RD ST & JORDAN,39.16426018,-86.5163999
2014,4,1,Weekend,1300,2-Car,No injury/unknown,DRIVER DISTRACTED - EXPLAIN IN NARRATIVE,3RD ST & JORDAN,39.16426018,-86.5163999
2014,5,5,Weekday,1200,2-Car,No injury/unknown,IMPROPER LANE USAGE,JORDAN & THIRD ST,39.16426018,-86.5163999
2014,7,6,Weekday,1500,2-Car,No injury/unknown,DRIVER DISTRACTED - EXPLAIN IN NARRATIVE,3RD ST & JORDAN,39.16426018,-86.5163999
2014,10,5,Weekday,1700,Pedestrian,Non-incapacitating,OVERCORRECTING/OVERSTEERING,3RD & JORDAN,39.16426018,-86.5163999
2014,9,5,Weekday,2200,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,3RD ST & JORDAN,39.16426018,-86.5163999
2014,9,7,Weekend,2000,2-Car,No injury/unknown,UNSAFE LANE MOVEMENT,3RD ST & JORDAN,39.16426018,-86.5163999
2014,10,5,Weekday,1700,2-Car,No injury/unknown,UNSAFE LANE MOVEMENT,E 3RD & JORDAN,39.16426018,-86.5163999
2014,2,4,Weekday,1500,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,E 3RD ST & S JORDAN,39.16426018,-86.51639471
2014,9,2,Weekday,1400,2-Car,No injury/unknown,UNSAFE BACKING,E 3RD ST,39.16425856,-86.50019104
2014,2,3,Weekday,2200,Pedestrian,Non-incapacitating,DRIVER DISTRACTED - EXPLAIN IN NARRATIVE,FACULTY AVE & THIRD,39.16425212,-86.52107176
2014,5,4,Weekday,1700,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,3RD ST & COLLEGE MALL,39.16425098,-86.49945834
2014,12,4,Weekday,1100,2-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,3RD & HAWTHORNE,39.16425012,-86.52009861
2014,1,7,Weekend,0,2-Car,No injury/unknown,IMPROPER TURNING,3RD ST & SWAIN,39.16425012,-86.51525996
2014,1,5,Weekday,2200,2-Car,No injury/unknown,IMPROPER TURNING,3RD ST & SWAIN,39.16425012,-86.51525996
2014,1,6,Weekend,2300,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,3RD ST & SWAIN,39.16425012,-86.51525996
2014,2,3,Weekday,1700,2-Car,No injury/unknown,IMPROPER TURNING,3RD ST & SWAIN,39.16425012,-86.51525996
2014,2,5,Weekday,1900,2-Car,No injury/unknown,UNSAFE LANE MOVEMENT,3RD ST & SWAIN,39.16425012,-86.51525996
2014,3,5,Weekday,1300,2-Car,No injury/unknown,IMPROPER LANE USAGE,3RD ST & SWAIN,39.16425012,-86.51525996
2014,5,7,Weekend,2100,2-Car,No injury/unknown,UNSAFE LANE MOVEMENT,3RD ST & SWAIN,39.16425012,-86.51525996
2014,6,2,Weekday,1300,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,3RD ST & SWAIN,39.16425012,-86.51525996
2014,7,7,Weekend,1300,2-Car,Non-incapacitating,UNSAFE LANE MOVEMENT,E 3RD ST & SWAIN,39.16425012,-86.51525996
2014,8,6,Weekday,1800,2-Car,No injury/unknown,UNSAFE LANE MOVEMENT,3RD ST & SWAIN,39.16425012,-86.51525996
2014,10,6,Weekend,1900,2-Car,No injury/unknown,IMPROPER TURNING,3RD & SWAIN,39.16425012,-86.51525996
2014,3,4,Weekday,1100,2-Car,Non-incapacitating,UNSAFE SPEED,MITCHELL & THIRD ST,39.16425012,-86.51422999
2014,10,3,Weekday,1000,2-Car,No injury/unknown,UNSAFE SPEED,EAST 3RD & SOUTH MITCHELL,39.16425012,-86.51422999
2014,9,2,Weekday,700,2-Car,Non-incapacitating,DISREGARD SIGNAL/REG SIGN,PARK SQUARE & SR48W,39.16424942,-86.5925064
2014,9,7,Weekend,1900,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,E 3RD ST,39.16424711,-86.47368
2014,9,7,Weekend,1600,Cyclist,Non-incapacitating,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,3RD ST & COLLEGE MALL,39.16424549,-86.49892917
2014,3,4,Weekday,700,1-Car,No injury/unknown,ANIMAL/OBJECT IN ROADWAY,OLD STATE 46 & SR46E,39.16424051,-86.49826051
2014,11,4,Weekday,1600,1-Car,No injury/unknown,ANIMAL/OBJECT IN ROADWAY,3RD & PARK RIDGE,39.16424001,-86.47433196
2014,8,1,Weekend,1300,2-Car,Non-incapacitating,FAILURE TO YIELD RIGHT OF WAY,3RD ST & PETE ELLIS,39.16424,-86.49453762
2014,4,7,Weekend,1500,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,PETE ELLIS & SR46E,39.16424,-86.49438238
2014,2,6,Weekday,1500,2-Car,Non-incapacitating,SPEED TOO FAST FOR WEATHER CONDITIONS,3RD ST & KINGSTON,39.16424,-86.49223838
2014,2,6,Weekday,1500,3+ Cars,Non-incapacitating,FOLLOWING TOO CLOSELY,3RD ST & KINGSTON,39.16424,-86.49259119
2014,6,3,Weekday,1600,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,PARK RIDGE & SR46E,39.16424,-86.47574319
2014,10,7,Weekend,1300,2-Car,No injury/unknown,UNSAFE LANE MOVEMENT,3RD & HIGHLAND,39.16424,-86.5176
2014,9,4,Weekday,1100,2-Car,No injury/unknown,UNSAFE BACKING,E 3RD ST,39.16424,-86.51757551
2014,4,6,Weekday,1200,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,E 3RD & S JORDAN AVE,39.16424,-86.5164
2014,7,2,Weekday,1600,2-Car,No injury/unknown,IMPROPER TURNING,E 3RD ST & S SWAIN,39.16424,-86.5152
2014,1,4,Weekday,1700,2-Car,No injury/unknown,UNSAFE LANE MOVEMENT,COLLEGE MALL & EAST THIRD ST,39.16424,-86.4984
2014,1,6,Weekend,2200,2-Car,No injury/unknown,UNSAFE LANE MOVEMENT,E 3RD ST & S COLLEGE MALL,39.16424,-86.4984
2014,2,4,Weekday,2100,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,COLLEGE MALL ENRANCE & COLLEGE MALL RD,39.16424,-86.4984
2014,4,5,Weekday,1800,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,E 3RD ST & S COLLEGE MALL,39.16424,-86.4984
2014,4,6,Weekday,1400,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,COLLEGE MALL & E 3RD ST,39.16424,-86.4984
2014,4,2,Weekday,1500,2-Car,No injury/unknown,UNSAFE BACKING,E 3RD ST,39.16424,-86.4984
2014,4,2,Weekday,2100,1-Car,No injury/unknown,SPEED TOO FAST FOR WEATHER CONDITIONS,3RD ST & COLLEGE MALL,39.16424,-86.4984
2014,8,5,Weekday,1400,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,COLLEGE MALL & E 3RD ST,39.16424,-86.4984
2014,9,4,Weekday,2000,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,3RD & COLLEGE MALL RD,39.16424,-86.4984
2014,9,4,Weekday,2000,2-Car,No injury/unknown,OTHER (VEHICLE) - EXPLAIN IN NARRATIVE,S COLLEGE MALL RD,39.16424,-86.4984
2014,9,3,Weekday,1800,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,3RD & COLLEGE  MALL RD,39.16424,-86.4984
2014,10,3,Weekday,1800,2-Car,No injury/unknown,,E 3RD,39.16424,-86.4984
2014,10,7,Weekend,1000,2-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,E 3RD & S COLLEGE MALL,39.16424,-86.4984
2014,12,2,Weekday,1600,3+ Cars,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,3RD & COLLEGE MALL,39.16424,-86.4984
2014,12,7,Weekend,1900,2-Car,Non-incapacitating,FOLLOWING TOO CLOSELY,3RD & COLLEGE MALL,39.16424,-86.4984
2014,11,6,Weekday,1500,2-Car,Non-incapacitating,FOLLOWING TOO CLOSELY,E 3RD & S COLLEGE MALL,39.16424,-86.4984
2014,11,6,Weekday,1300,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,3RD & COLLEGE MALL,39.16424,-86.4984
2014,12,6,Weekday,1500,1-Car,No injury/unknown,UNSAFE SPEED,3RD & COLLEGE MALL,39.16424,-86.4984
2014,1,3,Weekday,1100,2-Car,Non-incapacitating,ROADWAY SURFACE CONDITION,E 3RD ST & PETE ELLIS,39.16424,-86.495088
2014,1,4,Weekday,900,2-Car,No injury/unknown,ROADWAY SURFACE CONDITION,EAST THIRD ST & PETE ELLIS,39.16424,-86.495088
2014,1,6,Weekday,1700,3+ Cars,No injury/unknown,FOLLOWING TOO CLOSELY,E 3RD ST & S PETE ELLIS,39.16424,-86.495088
2014,1,3,Weekday,1100,2-Car,No injury/unknown,IMPROPER LANE USAGE,E 3RD ST & PETE ELLIS,39.16424,-86.495088
2014,2,4,Weekday,1300,2-Car,Non-incapacitating,FAILURE TO YIELD RIGHT OF WAY,PETE ELLIS & SR46E,39.16424,-86.495088
2014,3,3,Weekday,1700,Moped/Motorcycle,Non-incapacitating,UNSAFE SPEED,E 3RD ST & PETE ELLIS,39.16424,-86.495088
2014,4,3,Weekday,1200,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,E 3RD ST & PETE ELLIS,39.16424,-86.495088
2014,6,2,Weekday,1200,2-Car,No injury/unknown,IMPROPER PASSING,3RD ST & PETE ELLIS,39.16424,-86.495088
2014,7,3,Weekday,1200,2-Car,Non-incapacitating,FOLLOWING TOO CLOSELY,E 3RD ST & SO PETE ELLIS,39.16424,-86.495088
2014,9,2,Weekday,1500,2-Car,Non-incapacitating,FAILURE TO YIELD RIGHT OF WAY,EAST 3RD ST & SOUTH PETE ELLIS,39.16424,-86.495088
2014,9,6,Weekday,1400,2-Car,Non-incapacitating,FAILURE TO YIELD RIGHT OF WAY,3RD ST & PETE ELLIS,39.16424,-86.495088
2014,10,6,Weekday,1000,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,E 3RD ST & SO PETE ELLIS,39.16424,-86.495088
2014,10,6,Weekday,1000,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,E 3RD ST & SO PETE ELLIS,39.16424,-86.495088
2014,10,3,Weekday,1100,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,EAST THIRD ST & PETE ELLIS,39.16424,-86.495088
2014,11,6,Weekday,1400,3+ Cars,No injury/unknown,FOLLOWING TOO CLOSELY,3RD & PETE ELLIS,39.16424,-86.495088
2014,12,2,Weekday,1500,2-Car,No injury/unknown,DISREGARD SIGNAL/REG SIGN,3RD & PETE ELLIS,39.16424,-86.495088
2014,12,6,Weekday,1800,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,3RD & PETE ELLIS,39.16424,-86.495088
2014,12,4,Weekday,1900,2-Car,No injury/unknown,,E 3RD,39.16424,-86.49494053
2014,9,6,Weekday,1400,2-Car,No injury/unknown,UNSAFE BACKING,E 3RD ST,39.16424,-86.49425989
2014,2,3,Weekday,1600,2-Car,No injury/unknown,IMPROPER TURNING,E 3RD ST,39.16424,-86.4939483
2014,4,7,Weekend,1100,2-Car,No injury/unknown,UNSAFE BACKING,E 3RD ST,39.16424,-86.4939483
2014,5,4,Weekday,1600,3+ Cars,No injury/unknown,UNSAFE SPEED,E 3RD ST,39.16424,-86.4939483
2014,9,2,Weekday,1200,2-Car,Non-incapacitating,FAILURE TO YIELD RIGHT OF WAY,W 3RD ST,39.16424,-86.49308013
2014,6,2,Weekday,1900,2-Car,No injury/unknown,UNSAFE BACKING,W 3RD ST,39.16424,-86.49307941
